"","V1","Home","HomeStartingPitcher","HomeStartingPlayer_1","HomeStartingPlayer_2","HomeStartingPlayer_3","HomeStartingPlayer_4","HomeStartingPlayer_5","HomeStartingPlayer_6","HomeStartingPlayer_7","HomeStartingPlayer_8","HomeStartingPlayer_9","Visitor","VisitorStartingPitcher","VisitorStartingPlayer_1","VisitorStartingPlayer_2","VisitorStartingPlayer_3","VisitorStartingPlayer_4","VisitorStartingPlayer_5","VisitorStartingPlayer_6","VisitorStartingPlayer_7","VisitorStartingPlayer_8","VisitorStartingPlayer_9","homeWin","HomeStartingPitcher_G","HomeStartingPitcher_GD","HomeStartingPitcher_CG","HomeStartingPitcher_SHO","HomeStartingPitcher_SV","HomeStartingPitcher_IPouts","HomeStartingPitcher_H","HomeStartingPitcher_ERA","HomeStartingPitcher_BB","HomeStartingPitcher_HBP","VisitorStartingPitcher_G","VisitorStartingPitcher_GD","VisitorStartingPitcher_CG","VisitorStartingPitcher_SHO","VisitorStartingPitcher_SV","VisitorStartingPitcher_IPouts","VisitorStartingPitcher_H","VisitorStartingPitcher_ERA","VisitorStartingPitcher_BB","VisitorStartingPitcher_HBP"
"1411",1410,"CIN","desclan01","cozarza01","hamilbi02","vottojo01","bruceja01","suareeu01","phillbr01","perazjo01","barnhtu01","desclan01","ATL","harrelu01","peterja01","darnach01","freemfr01","markani01","garciad01","inciaen01","pierzaj01","aybarer01","harrelu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",1411,"COL","delarjo01","blackch02","lemahdj01","arenano01","gonzaca01","storytr01","descada01","reynoma01","wolteto01","delarjo01","TBA","archech01","forsylo01","guyerbr01","longoev01","pearcst01","souzast01","dickeco01","beckhti01","casalcu01","archech01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",1412,"PHI","hellije01","bourjpe01","goeddty01","francma02","josepto01","ruizca01","paredji01","galvifr01","hernace02","hellije01","MIA","chenwe02","realmjt01","pradoma01","yelicch01","stantmi03","ozunama01","dietrde01","johnsch05","rojasmi02","chenwe02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",1413,"PIT","lockeje01","polangr01","martest01","mccutan01","freesda01","cervefr01","kangju01","harrijo05","mercejo03","lockeje01","MIL","anderch01","villajo01","perezhe01","braunry02","lucrojo01","cartech02","gennesc01","middlwi01","florera02","anderch01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",1414,"SLN","martica04","grichra01","diazal02","piscost01","hollima01","adamsma01","molinya01","gyorkje01","wongko01","martica04","SDN","reaco01","jankotr01","schimry01","myerswi01","solarya01","uptonbj01","dickeal01","bethach01","amarial01","reaco01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",1415,"SLN","garcija02","garcigr01","gyorkje01","piscost01","adamsma01","phamth01","hazelje01","wongko01","rosaral01","garcija02","SDN","clemepa02","jankotr01","myerswi01","kempma01","solarya01","norride01","dickeal01","rosalad01","ramiral03","clemepa02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",1416,"WAS","gonzagi01","reverbe01","werthja01","murphda08","harpebr03","ramoswi01","rendoan01","turnetr01","espinda01","gonzagi01","LAN","norribu01","kendrho01","tayloch03","turneju01","gonzaad01","vanslsc01","puigya01","grandya01","culbech01","norribu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",1417,"BOS","wrighst01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","bradlja02","shawtr01","hanigry01","holtbr01","MIN","duffety01","nunezed02","mauerjo01","sanomi01","doziebr01","keplema01","vargake01","grossro01","suzukku01","rosared01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",1418,"CHA","shielja02","eatonad02","anderti01","cabreme01","abreujo02","morneju01","frazito01","lawribr01","shuckja01","navardi01","DET","pelfrmi01","kinslia01","maybica01","cabremi01","martivi01","casteni01","uptonju01","saltaja01","avilemi01","iglesjo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",1419,"NYA","sabatcc01","gardnbr01","ellsbja01","beltrca01","mccanbr01","teixema01","gregodi01","rodrial01","castrst01","torrero01","BAL","tillmch01","reimono01","schoojo01","machama01","trumbma01","davisch02","hardyjj01","flahery01","josepca01","borboju01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",1420,"OAK","grayso01","semiema01","lowrije01","reddijo01","valenda01","daviskh01","butlebi03","vogtst01","smolija01","healyry01","TBA","moorema02","forsylo01","millebr02","longoev01","dickeco01","souzast01","kiermke01","guyerbr01","beckhti01","mailelu01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",1421,"COL","bettich01","blackch02","lemahdj01","gonzaca01","storytr01","descada01","raburry01","hundlni01","adamecr01","bettich01","ATL","foltymi01","peterja01","beckhgo01","freemfr01","markani01","garciad01","inciaen01","pierzaj01","aybarer01","foltymi01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",1422,"PHI","eickhje01","herreod01","bourjpe01","francma02","howarry01","ruppca01","ascheco01","galvifr01","hernace02","eickhje01","MIA","koehlto01","suzukic01","pradoma01","yelicch01","ozunama01","dietrde01","johnsch05","mathije01","hechaad01","koehlto01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",1423,"PIT","liriafr01","fraziad01","polangr01","mccutan01","joycema01","freesda01","jasojo01","mercejo03","fryerer01","liriafr01","MIL","garzama01","villajo01","elmorja01","braunry02","cartech02","perezhe01","gennesc01","middlwi01","maldoma01","garzama01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",1424,"SLN","wainwad01","gyorkje01","diazal02","hollima01","adamsma01","molinya01","grichra01","phamth01","garcigr01","wainwad01","SDN","cashnan01","jankotr01","myerswi01","kempma01","solarya01","uptonbj01","schimry01","norride01","ramiral03","cashnan01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",1425,"WAS","strasst01","turnetr01","taylomi02","murphda08","harpebr03","rendoan01","ramoswi01","heisech01","espinda01","strasst01","LAN","uriasju01","utleych01","kendrho01","gonzaad01","turneju01","pederjo01","tayloch03","tolesan01","ellisaj01","uriasju01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",1426,"BAL","bundydy01","jonesad01","schoojo01","machama01","davisch02","trumbma01","alvarpe01","hardyjj01","josepca01","borboju01","CLE","bauertr01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","naquity01","uribeju01","almonab01","gimench01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",1427,"BOS","rodried05","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","bradlja02","shawtr01","leonsa01","holtbr01","MIN","gibsoky01","nunezed02","grossro01","mauerjo01","doziebr01","sanomi01","keplema01","escobed01","centeju01","buxtoby01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",1428,"CHA","turneja01","eatonad02","anderti01","cabreme01","abreujo02","morneju01","frazito01","shuckja01","saladty01","narvaom01","DET","fulmemi01","kinslia01","maybica01","cabremi01","martivi01","casteni01","uptonju01","collity01","saltaja01","iglesjo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",1429,"HOU","mcculla02","springe01","gonzama01","altuvjo01","correca01","valbulu01","rasmuco01","gomezca01","tuckepr01","castrja01","ANA","shoemma01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","simmoan01","choiji01","bandyje01","petitgr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",1430,"KCA","duffyda01","escobal02","cuthbch01","hosmeer01","moralke01","perezsa02","gordoal01","orlanpa01","merriwh01","dysonja01","TEX","darviyu01","deshide02","profaju01","desmoia01","beltrad01","odorro01","ruary01","andruel01","mazarno01","wilsobo02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",1431,"NYA","tanakma01","gardnbr01","castrst01","beltrca01","rodrial01","headlch01","refsnro01","rominau01","hicksaa01","torrero01","SFN","bumgama01","spande01","paganan01","beltbr01","poseybu01","crawfbr01","gillaco01","parkeja03","penara02","blancgr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",1432,"OAK","manaese01","crispco01","reddijo01","daviskh01","vogtst01","lowrije01","smolija01","alonsyo01","healyry01","alcanar01","TBA","odorija01","forsylo01","guyerbr01","longoev01","pearcst01","souzast01","dickeco01","beckhti01","kiermke01","mailelu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",1433,"TOR","estrama01","barneda01","donaljo02","encared01","tulowtr01","saundmi01","pillake01","travide01","lakeju01","tholejo01","SEA","paxtoja01","aokino01","smithse01","canoro01","cruzne02","seageky01","lindad01","martile01","zuninmi01","omallsh01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",1434,"CIN","straida01","hamilbi02","cozarza01","vottojo01","bruceja01","duvalad01","phillbr01","suareeu01","barnhtu01","straida01","ARI","bradlar01","segurje01","bournmi01","goldspa01","lambja01","castiwe01","drurybr01","tomasya01","ahmedni01","bradlar01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",1435,"COL","grayjo02","blackch02","lemahdj01","arenano01","gonzaca01","storytr01","raburry01","reynoma01","hundlni01","grayjo02","ATL","teherju01","peterja01","beckhgo01","freemfr01","markani01","garciad01","inciaen01","reckean01","aybarer01","teherju01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437",1436,"MIA","conlead01","realmjt01","rojasmi02","yelicch01","stantmi03","ozunama01","dietrde01","johnsch05","hechaad01","conlead01","NYN","verrelo01","reyesjo01","grandcu01","cespeyo01","florewi01","walkene01","cabreas01","darnatr01","lagarju01","verrelo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",1437,"MIL","nelsoji02","villajo01","gennesc01","braunry02","lucrojo01","cartech02","nieuwki01","perezhe01","florera02","nelsoji02","CHN","hammeja01","fowlede01","bryankr01","rizzoan01","zobribe01","contrwi01","heywaja01","russead02","montemi01","hammeja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",1438,"PIT","colege01","mercejo03","polangr01","mccutan01","martest01","jasojo01","cervefr01","kangju01","harrijo05","colege01","PHI","eflinza01","bourjpe01","herreod01","francma02","josepto01","ruppca01","ascheco01","galvifr01","hernace02","eflinza01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440",1439,"SLN","wachami01","phamth01","diazal02","piscost01","hollima01","adamsma01","molinya01","gyorkje01","wongko01","wachami01","LAN","mccarbr01","utleych01","seageco01","turneju01","gonzaad01","kendrho01","grandya01","pederjo01","vanslsc01","mccarbr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441",1440,"WAS","roarkta01","reverbe01","werthja01","murphda08","harpebr03","ramoswi01","rendoan01","turnetr01","espinda01","roarkta01","SDN","perdolu02","uptonbj01","schimry01","kempma01","solarya01","dickeal01","ramiral03","wallabr01","norride01","perdolu02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",1441,"BAL","gausmke01","jonesad01","schoojo01","machama01","davisch02","trumbma01","alvarpe01","hardyjj01","reimono01","josepca01","CLE","tomlijo01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","chiselo01","naquity01","davisra01","perezro02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",1442,"BOS","priceda01","holtbr01","pedrodu01","bogaexa01","ortizda01","ramirha01","bradlja02","hillaa01","leonsa01","martimi02","MIN","nolasri01","nunezed02","grossro01","sanomi01","doziebr01","keplema01","vargake01","rosared01","suzukku01","buxtoby01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",1443,"CHA","alberma01","eatonad02","anderti01","cabreme01","abreujo02","frazito01","saladty01","garciav01","navardi01","shuckja01","DET","boydma01","kinslia01","maybica01","cabremi01","martivi01","casteni01","uptonju01","avilemi01","saltaja01","iglesjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",1444,"HOU","mchugco01","springe01","gonzama01","altuvjo01","correca01","valbulu01","tuckepr01","gomezca01","gattiev01","marisja01","ANA","weaveje02","escobyu01","calhoko01","troutmi01","pujolal01","simmoan01","choiji01","giavojo01","perezca02","cunnito01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",1445,"KCA","ventuyo01","escobal02","cuthbch01","hosmeer01","moralke01","perezsa02","gordoal01","orlanpa01","eibnebr01","colonch01","TEX","hamelco01","profaju01","mazarno01","desmoia01","beltrad01","odorro01","andruel01","morelmi01","chiriro01","deshide02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",1446,"NYA","novaiv01","gardnbr01","ellsbja01","beltrca01","mccanbr01","castrst01","gregodi01","teixema01","headlch01","hicksaa01","SFN","cuetojo01","spande01","paganan01","beltbr01","poseybu01","crawfbr01","parkeja03","gillaco01","willima08","penara02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",1447,"OAK","graveke01","crispco01","lowrije01","valenda01","daviskh01","butlebi03","smolija01","semiema01","healyry01","mcbrima02","TBA","smylydr01","forsylo01","millebr02","longoev01","dickeco01","pearcst01","arciaos01","guyerbr01","kiermke01","casalcu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",1448,"TOR","dickera01","carreez01","donaljo02","encared01","saundmi01","tulowtr01","smoakju01","pillake01","travide01","tholejo01","SEA","iwakuhi01","aokino01","smithse01","canoro01","cruzne02","seageky01","lindad01","martile01","iannech01","omallsh01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450",1449,"CIN","sampske01","hamilbi02","cozarza01","vottojo01","bruceja01","duvalad01","phillbr01","suareeu01","barnhtu01","sampske01","ARI","rayro02","segurje01","bournmi01","goldspa01","lambja01","owingch01","tomasya01","drurybr01","gosewtu01","rayro02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",1450,"COL","anderty01","blackch02","lemahdj01","arenano01","gonzaca01","storytr01","descada01","reynoma01","wolteto01","anderty01","ATL","wislema01","darnach01","beckhgo01","freemfr01","markani01","garciad01","francje02","inciaen01","reckean01","wislema01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452",1451,"MIA","fernajo02","realmjt01","pradoma01","yelicch01","stantmi03","ozunama01","dietrde01","johnsch05","hechaad01","fernajo02","NYN","degroja01","reyesjo01","grandcu01","cespeyo01","loneyja01","cabreas01","walkene01","darnatr01","lagarju01","degroja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453",1452,"MIL","davieza01","villajo01","gennesc01","braunry02","lucrojo01","cartech02","nieuwki01","perezhe01","florera02","davieza01","CHN","lackejo01","fowlede01","bryankr01","rizzoan01","zobribe01","contrwi01","heywaja01","russead02","baezja01","lackejo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",1453,"PIT","glasnty01","jasojo01","polangr01","mccutan01","martest01","freesda01","cervefr01","harrijo05","mercejo03","glasnty01","PHI","nolaaa01","bourjpe01","herreod01","blancan01","josepto01","ruppca01","ascheco01","galvifr01","hernace02","nolaaa01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455",1454,"SLN","leakemi01","garcigr01","diazal02","piscost01","adamsma01","gyorkje01","hazelje01","grichra01","rosaral01","leakemi01","LAN","maedake01","utleych01","seageco01","turneju01","gonzaad01","kendrho01","grandya01","tolesan01","pederjo01","maedake01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",1455,"WAS","scherma01","reverbe01","werthja01","murphda08","harpebr03","ramoswi01","robincl01","rendoan01","espinda01","scherma01","SDN","jacksed01","jankotr01","myerswi01","kempma01","solarya01","uptonbj01","schimry01","bethach01","ramiral03","jacksed01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457",1456,"BAL","worleva01","jonesad01","schoojo01","machama01","davisch02","trumbma01","alvarpe01","flahery01","josepca01","borboju01","CLE","klubeco01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","chiselo01","uribeju01","naquity01","perezro02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458",1457,"BOS","porceri01","holtbr01","pedrodu01","bogaexa01","ramirha01","bradlja02","hillaa01","shawtr01","brentbr01","hanigry01","MIN","milonto01","nunezed02","mauerjo01","sanomi01","doziebr01","keplema01","vargake01","rosared01","centeju01","buxtoby01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",1458,"CHA","quintjo01","eatonad02","anderti01","cabreme01","abreujo02","morneju01","frazito01","navardi01","shuckja01","sanchca01","DET","sanchan01","kinslia01","iglesjo01","cabremi01","martivi01","casteni01","uptonju01","avilemi01","mccanja02","rominan01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",1459,"HOU","fiersmi01","springe01","gonzama01","altuvjo01","correca01","valbulu01","gattiev01","rasmuco01","gomezca01","tuckepr01","ANA","linceti01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","simmoan01","choiji01","bandyje01","petitgr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461",1460,"KCA","volqued01","escobal02","cuthbch01","hosmeer01","moralke01","gordoal01","orlanpa01","merriwh01","buterdr01","dysonja01","TEX","griffaj01","profaju01","mazarno01","desmoia01","beltrad01","odorro01","andruel01","morelmi01","chiriro01","deshide02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462",1461,"NYA","eovalna01","gardnbr01","ellsbja01","beltrca01","mccanbr01","castrst01","gregodi01","teixema01","headlch01","hicksaa01","SFN","samarje01","spande01","paganan01","beltbr01","poseybu01","crawfbr01","gillaco01","willima08","penara02","browntr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463",1462,"OAK","hahnje01","lowrije01","smolija01","valenda01","daviskh01","butlebi03","healyry01","semiema01","alonsyo01","maxwebr01","TBA","snellbl01","forsylo01","millebr02","longoev01","dickeco01","pearcst01","arciaos01","souzast01","kiermke01","mailelu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464",1463,"TOR","happja01","barneda01","donaljo02","encared01","saundmi01","tulowtr01","pillake01","carreez01","travide01","tholejo01","SEA","mileywa01","aokino01","iannech01","canoro01","cruzne02","leeda02","seageky01","zuninmi01","martile01","sardilu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465",1464,"CIN","finnebr01","hamilbi02","perazjo01","vottojo01","bruceja01","duvalad01","phillbr01","dejesiv02","cabrera01","finnebr01","ARI","godleza01","segurje01","gosseph01","goldspa01","weeksri01","castiwe01","owingch01","drurybr01","tomasya01","godleza01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466",1465,"COL","chatwty01","blackch02","lemahdj01","arenano01","gonzaca01","storytr01","raburry01","reynoma01","hundlni01","chatwty01","ATL","jenkity01","peterja01","darnach01","freemfr01","markani01","francje02","inciaen01","pierzaj01","aybarer01","jenkity01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467",1466,"MIA","urenajo01","rojasmi02","pradoma01","yelicch01","stantmi03","ozunama01","realmjt01","dietrde01","hechaad01","urenajo01","NYN","matzst01","reyesjo01","grandcu01","cespeyo01","loneyja01","johnske05","cabreas01","confomi01","riverre01","matzst01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",1467,"MIL","guerrju02","villajo01","perezhe01","braunry02","lucrojo01","cartech02","gennesc01","middlwi01","elmorja01","guerrju02","CHN","lestejo01","lasteto01","bryankr01","rizzoan01","zobribe01","contrwi01","heywaja01","russead02","rossda01","lestejo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",1468,"PIT","taillja01","jasojo01","polangr01","freesda01","martest01","joycema01","harrijo05","diazel01","rodrise01","taillja01","PHI","velasvi01","hernace02","herreod01","blancan01","howarry01","ruizca01","galvifr01","ascheco01","bourjpe01","velasvi01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470",1469,"SLN","mayermi01","grichra01","diazal02","piscost01","hollima01","gyorkje01","molinya01","phamth01","wongko01","mayermi01","LAN","kazmisc01","utleych01","seageco01","turneju01","gonzaad01","kendrho01","grandya01","tolesan01","pederjo01","kazmisc01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",1470,"WAS","giolilu01","turnetr01","werthja01","murphda08","ramoswi01","rendoan01","heisech01","taylomi02","espinda01","giolilu01","SDN","friedch01","jankotr01","myerswi01","kempma01","solarya01","dickeal01","schimry01","ramiral03","norride01","friedch01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",1471,"BAL","gallayo01","jonesad01","schoojo01","machama01","trumbma01","davisch02","wietema01","hardyjj01","reimono01","alvarda02","COL","delarjo01","blackch02","lemahdj01","arenano01","gonzaca01","storytr01","dahlda01","reynoma01","descada01","hundlni01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",1472,"BOS","pomerdr01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","bradlja02","shawtr01","leonsa01","holtbr01","DET","verlaju01","kinslia01","iglesjo01","cabremi01","martivi01","casteni01","uptonju01","avilemi01","mccanja02","rominan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",1473,"CHA","gonzami03","eatonad02","anderti01","cabreme01","abreujo02","morneju01","frazito01","shuckja01","navardi01","saladty01","CHN","arrieja01","fowlede01","bryankr01","rizzoan01","zobribe01","contrwi01","heywaja01","russead02","montemi01","baezja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475",1474,"HOU","keuchda01","springe01","tuckepr01","altuvjo01","correca01","valbulu01","bregmal01","gattiev01","gomezca01","castrja01","NYA","pinedmi01","ellsbja01","refsnro01","beltrca01","castrst01","teixema01","gregodi01","headlch01","rominau01","hicksaa01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",1475,"KCA","kenneia01","escobal02","cuthbch01","hosmeer01","moralke01","perezsa02","gordoal01","orlanpa01","eibnebr01","colonch01","ANA","santihe01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","simmoan01","choiji01","perezca02","giavojo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477",1476,"TEX","perezma02","profaju01","mazarno01","desmoia01","beltrad01","odorro01","andruel01","morelmi01","wilsobo02","deshide02","OAK","mengdda01","lowrije01","smolija01","reddijo01","valenda01","daviskh01","butlebi03","healyry01","semiema01","mcbrima02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478",1477,"TOR","sanchaa01","bautijo02","donaljo02","encared01","saundmi01","tulowtr01","martiru01","pillake01","smoakju01","travide01","SDN","reaco01","jankotr01","myerswi01","kempma01","solarya01","dickeal01","schimry01","ramiral03","wallabr01","norride01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",1478,"MIA","cosarja01","realmjt01","pradoma01","yelicch01","stantmi03","ozunama01","dietrde01","hechaad01","kellydo01","cosarja01","PHI","hellije01","hernace02","herreod01","francma02","josepto01","ruppca01","galvifr01","ascheco01","bourjpe01","hellije01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
