"","V1","Home","HomeStartingPitcher","HomeStartingPlayer_1","HomeStartingPlayer_2","HomeStartingPlayer_3","HomeStartingPlayer_4","HomeStartingPlayer_5","HomeStartingPlayer_6","HomeStartingPlayer_7","HomeStartingPlayer_8","HomeStartingPlayer_9","Visitor","VisitorStartingPitcher","VisitorStartingPlayer_1","VisitorStartingPlayer_2","VisitorStartingPlayer_3","VisitorStartingPlayer_4","VisitorStartingPlayer_5","VisitorStartingPlayer_6","VisitorStartingPlayer_7","VisitorStartingPlayer_8","VisitorStartingPlayer_9","homeWin","HomeStartingPitcher_G","HomeStartingPitcher_GD","HomeStartingPitcher_CG","HomeStartingPitcher_SHO","HomeStartingPitcher_SV","HomeStartingPitcher_IPouts","HomeStartingPitcher_H","HomeStartingPitcher_ERA","HomeStartingPitcher_BB","HomeStartingPitcher_HBP","VisitorStartingPitcher_G","VisitorStartingPitcher_GD","VisitorStartingPitcher_CG","VisitorStartingPitcher_SHO","VisitorStartingPitcher_SV","VisitorStartingPitcher_IPouts","VisitorStartingPitcher_H","VisitorStartingPitcher_ERA","VisitorStartingPitcher_BB","VisitorStartingPitcher_HBP"
"529",528,"WAS","gonzagi01","reverbe01","rendoan01","harpebr03","murphda08","zimmery01","werthja01","espinda01","lobatjo01","gonzagi01","MIA","koehlto01","realmjt01","pradoma01","yelicch01","stantmi03","ozunama01","johnsch05","hechaad01","rojasmi02","koehlto01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",529,"BAL","wrighmi01","rickajo01","machama01","jonesad01","davisch02","trumbma01","wietema01","alvarpe01","schoojo01","kimhy01","DET","sanchan01","kinslia01","martijd02","cabremi01","martivi01","casteni01","uptonju01","moyast01","mccanja02","iglesjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",530,"BOS","buchhcl01","bettsmo01","bradlja02","bogaexa01","ortizda01","ramirha01","shawtr01","rutlejo01","holtbr01","vazquch01","HOU","mchugco01","altuvjo01","springe01","correca01","rasmuco01","gonzama01","valbulu01","tuckepr01","castrja01","marisja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",531,"CLE","klubeco01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","byrdma01","gomesya01","naquity01","davisra01","MIN","santaer01","mauerjo01","nunezed02","sanomi01","plouftr01","parkby01","doziebr01","rosared01","centeju01","santada01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",532,"KCA","geedi01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","cuthbch01","colonch01","orlanpa01","ATL","foltymi01","markani01","inciaen01","freemfr01","johnske05","francje02","pierzaj01","beckhgo01","smithma05","aybarer01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",533,"NYA","novaiv01","gardnbr01","castrst01","teixema01","beltrca01","mccanbr01","headlch01","hicksaa01","gregodi01","rominau01","CHA","quintjo01","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","navardi01","jacksau01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",534,"SEA","iwakuhi01","aokino01","smithse01","canoro01","cruzne02","seageky01","lindad01","clevest01","marteke01","martile01","ANA","chacijh01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","croncj01","giavojo01","perezca02","petitgr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",535,"TBA","andrima01","guyerbr01","millebr02","longoev01","dickeco01","souzast01","morrilo01","pearcst01","kiermke01","congeha01","OAK","graveke01","burnsbi02","alonsyo01","reddijo01","valenda01","vogtst01","daviskh01","semiema01","coghlch01","mcbrima02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",536,"TEX","lewisco01","odorro01","desmoia01","mazarno01","beltrad01","fieldpr01","morelmi01","andruel01","ruary01","wilsobo02","TOR","estrama01","saundmi01","donaljo02","bautijo02","encared01","smoakju01","tulowtr01","carreez01","martiru01","goinsry01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",537,"ARI","corbipa01","segurje01","lambja01","goldspa01","weeksri01","herrmch01","drurybr01","owingch01","ahmedni01","corbipa01","SFN","peavyja01","spande01","panikjo01","duffyma01","poseybu01","pencehu01","beltbr01","paganan01","tomlike01","peavyja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",538,"CHN","arrieja01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","solerjo01","russead02","montemi01","arrieja01","PIT","lockeje01","jasojo01","mccutan01","polangr01","martest01","cervefr01","kangju01","harrijo05","mercejo03","lockeje01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",539,"COL","butleed01","blackch02","storytr01","arenano01","parrage01","gonzaca01","reynoma01","lemahdj01","wolteto01","butleed01","NYN","verrelo01","grandcu01","wrighda03","confomi01","cespeyo01","dudalu01","walkene01","cabreas01","plaweke01","verrelo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",540,"LAN","kazmisc01","utleych01","seageco01","turneju01","gonzaad01","grandya01","pederjo01","puigya01","crawfca02","kazmisc01","SLN","martica04","carpema01","piscost01","hollima01","mossbr01","molinya01","grichra01","gyorkje01","diazal02","martica04",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",541,"MIL","peralwi01","villajo01","gennesc01","lucrojo01","santado01","nieuwki01","hillaa01","preslal01","maldoma01","peralwi01","SDN","perdolu02","jankotr01","myerswi01","kempma01","wallabr01","uptonbj01","ramiral03","sanchhe01","pireljo01","perdolu02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",542,"PHI","nolaaa01","herreod01","hernace02","francma02","howarry01","galvifr01","ruppca01","goeddty01","nolaaa01","bourjpe01","CIN","adlemti01","cozarza01","perazjo01","vottojo01","phillbr01","bruceja01","suareeu01","duvalad01","barnhtu01","adlemti01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",543,"WAS","strasst01","taylomi02","rendoan01","harpebr03","murphda08","zimmery01","werthja01","ramoswi01","espinda01","strasst01","MIA","nicolju01","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","hechaad01","mathije01","nicolju01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",544,"WAS","roarkta01","reverbe01","rendoan01","murphda08","ramoswi01","robincl01","dendema01","heisech01","drewst01","roarkta01","MIA","floreke01","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","realmjt01","rojasmi02","floreke01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",545,"BAL","gausmke01","rickajo01","machama01","jonesad01","davisch02","trumbma01","schoojo01","alvarpe01","reimono01","josepca01","DET","fulmemi01","kinslia01","martijd02","cabremi01","martivi01","casteni01","uptonju01","moyast01","mccanja02","avilemi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",546,"BOS","osullse01","bettsmo01","pedrodu01","bogaexa01","shawtr01","ramirha01","bradlja02","rutlejo01","holtbr01","hanigry01","HOU","devench02","altuvjo01","springe01","correca01","rasmuco01","whitety01","valbulu01","gomezca01","tuckepr01","castrja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",547,"CLE","bauertr01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","uribeju01","naquity01","gimench01","martimi02","MIN","duffety01","mauerjo01","nunezed02","sanomi01","parkby01","arciaos01","polanjo01","rosared01","centeju01","santada01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",548,"KCA","duffyda01","escobal02","gordoal01","hosmeer01","moralke01","perezsa02","cuthbch01","orlanpa01","infanom01","dysonja01","ATL","wislema01","markani01","beckhgo01","freemfr01","flowety01","francje02","inciaen01","darnach01","smithma05","castrda01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",549,"NYA","tanakma01","ellsbja01","gardnbr01","beltrca01","teixema01","mccanbr01","castrst01","ackledu01","gregodi01","torrero01","CHA","gonzami03","eatonad02","jacksau01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","avilaal01","saladty01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",550,"SEA","hernafe02","aokino01","marteke01","canoro01","cruzne02","iannech01","seageky01","leeda02","gutiefr01","omallsh01","ANA","santihe01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","croncj01","sotoge01","giavojo01","petitgr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",551,"TBA","moorema02","guyerbr01","millebr02","longoev01","dickeco01","souzast01","morrilo01","pearcst01","kiermke01","congeha01","OAK","grayso01","crispco01","burnsbi02","valenda01","daviskh01","butlebi03","vogtst01","semiema01","alonsyo01","ladenty01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",552,"TEX","ramosce01","odorro01","desmoia01","mazarno01","beltrad01","fieldpr01","morelmi01","andruel01","ruary01","holadbr01","TOR","sanchaa01","pillake01","donaljo02","bautijo02","encared01","smoakju01","tulowtr01","saundmi01","martiru01","barneda01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",553,"ARI","delarru01","segurje01","owingch01","lambja01","goldspa01","castiwe01","herrmch01","tomasya01","drurybr01","delarru01","SFN","cainma01","spande01","panikjo01","pencehu01","beltbr01","crawfbr01","paganan01","gillaco01","browntr01","cainma01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",554,"CHN","lestejo01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","russead02","baezja01","rossda01","lestejo01","PIT","colege01","mercejo03","mccutan01","freesda01","martest01","cervefr01","kangju01","harrijo05","rodrise01","colege01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",555,"COL","chatwty01","blackch02","storytr01","arenano01","parrage01","gonzaca01","reynoma01","lemahdj01","garnedu01","chatwty01","NYN","degroja01","deazaal01","cabreas01","confomi01","cespeyo01","dudalu01","walkene01","plaweke01","campber01","degroja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",556,"LAN","woodal02","utleych01","seageco01","turneju01","gonzaad01","grandya01","kendrho01","puigya01","pederjo01","woodal02","SLN","leakemi01","carpema01","piscost01","hollima01","grichra01","diazal02","hazelje01","wongko01","fryerer01","leakemi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",557,"MIL","davieza01","villajo01","gennesc01","lucrojo01","cartech02","nieuwki01","preslal01","perezhe01","florera02","davieza01","SDN","vargace01","jankotr01","norride01","kempma01","wallabr01","uptonbj01","ramiral03","pireljo01","rosalad01","vargace01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",558,"PHI","morgaad01","herreod01","hernace02","francma02","howarry01","ruizca01","galvifr01","goeddty01","morgaad01","loughda01","CIN","straida01","holtty01","suareeu01","vottojo01","phillbr01","bruceja01","duvalad01","dejesiv02","barnhtu01","straida01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",559,"WAS","rossjo01","reverbe01","rendoan01","harpebr03","zimmery01","robincl01","ramoswi01","espinda01","drewst01","rossjo01","MIA","fernajo02","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","realmjt01","hechaad01","fernajo02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",560,"CLE","anderco01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","gomesya01","ramirjo01","byrdma01","uribeju01","CIN","lambjo02","cozarza01","suareeu01","vottojo01","phillbr01","bruceja01","duvalad01","perazjo01","pachejo01","cabrera01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",561,"DET","zimmejo02","kinslia01","martijd02","cabremi01","martivi01","casteni01","uptonju01","maybica01","saltaja01","iglesjo01","MIN","berrijo01","mauerjo01","nunezed02","sanomi01","parkby01","plouftr01","doziebr01","rosared01","suzukku01","santada01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",562,"OAK","manaese01","crispco01","burnsbi02","reddijo01","valenda01","daviskh01","butlebi03","semiema01","mcbrima02","ladenty01","TEX","hollade01","odorro01","andruel01","mazarno01","beltrad01","desmoia01","ruary01","stubbdr01","wilsobo02","alberha01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",563,"TOR","happja01","pillake01","donaljo02","bautijo02","encared01","smoakju01","tulowtr01","saundmi01","martiru01","barneda01","TBA","smylydr01","guyerbr01","motteta01","longoev01","pearcst01","souzast01","jennide01","casalcu01","kiermke01","beckhti01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",564,"ARI","rayro02","segurje01","bournmi01","goldspa01","lambja01","tomasya01","drurybr01","herrmch01","ahmedni01","rayro02","NYA","greench03","ellsbja01","castrst01","teixema01","beltrca01","headlch01","hicksaa01","gregodi01","rominau01","greench03",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",565,"LAN","maedake01","utleych01","seageco01","kendrho01","gonzaad01","grandya01","pederjo01","thomptr01","crawfca02","maedake01","ANA","shoemma01","escobyu01","calhoko01","troutmi01","pujolal01","navada01","giavojo01","perezca02","shoemma01","petitgr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",566,"PHI","eickhje01","herreod01","hernace02","francma02","ruizca01","josepto01","galvifr01","goeddty01","eickhje01","bourjpe01","MIA","conlead01","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","realmjt01","hechaad01","conlead01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",567,"PIT","niesejo01","jasojo01","mccutan01","polangr01","freesda01","cervefr01","joycema01","harrijo05","mercejo03","niesejo01","ATL","perezwi01","markani01","inciaen01","freemfr01","francje02","johnske05","flowety01","darnach01","aybarer01","perezwi01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",568,"BAL","jimenub01","rickajo01","machama01","jonesad01","davisch02","trumbma01","wietema01","schoojo01","reimono01","janispa01","SEA","mileywa01","aokino01","smithse01","canoro01","cruzne02","seageky01","lindad01","iannech01","marteke01","martile01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",569,"CHA","rodonca01","eatonad02","rolliji01","abreujo02","garciav01","cabreme01","lawribr01","jacksau01","navardi01","saladty01","HOU","keuchda01","altuvjo01","springe01","correca01","gattiev01","rasmuco01","gonzama01","whitety01","castrja01","marisja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",570,"CLE","salazda01","santaca01","kipnija01","lindofr01","napolmi01","ramirjo01","gomesya01","chiselo01","byrdma01","davisra01","CIN","simonal01","cozarza01","hamilbi02","vottojo01","phillbr01","bruceja01","suareeu01","duvalad01","perazjo01","barnhtu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",571,"DET","pelfrmi01","kinslia01","martijd02","cabremi01","martivi01","casteni01","uptonju01","maybica01","mccanja02","iglesjo01","MIN","hugheph01","mauerjo01","polanjo01","sanomi01","parkby01","plouftr01","doziebr01","rosared01","centeju01","santada01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",572,"KCA","ventuyo01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","cuthbch01","infanom01","orlanpa01","BOS","porceri01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","bradlja02","vazquch01","holtbr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",573,"OAK","hahnje01","crispco01","burnsbi02","reddijo01","valenda01","daviskh01","butlebi03","semiema01","coghlch01","mcbrima02","TEX","hamelco01","odorro01","desmoia01","mazarno01","beltrad01","fieldpr01","morelmi01","ruary01","wilsobo02","alberha01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",574,"TOR","stromma01","saundmi01","donaljo02","bautijo02","encared01","smoakju01","tulowtr01","pillake01","martiru01","goinsry01","TBA","archech01","guyerbr01","millebr02","longoev01","pearcst01","souzast01","dickeco01","morrilo01","kiermke01","casalcu01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",575,"ARI","greinza01","segurje01","herrmch01","goldspa01","lambja01","castiwe01","tomasya01","owingch01","ahmedni01","greinza01","NYA","pinedmi01","ellsbja01","gardnbr01","teixema01","mccanbr01","castrst01","headlch01","gregodi01","hicksaa01","pinedmi01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",576,"LAN","kershcl01","utleych01","turneju01","seageco01","kendrho01","pederjo01","thomptr01","puigya01","ellisaj01","kershcl01","ANA","weaveje02","escobyu01","calhoko01","troutmi01","pujolal01","sotoge01","giavojo01","robinsh01","weaveje02","petitgr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",577,"MIL","anderch01","villajo01","gennesc01","braunry02","lucrojo01","cartech02","santado01","nieuwki01","hillaa01","anderch01","CHN","hendrky01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","russead02","baezja01","montemi01","hendrky01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",578,"NYN","syndeno01","grandcu01","cabreas01","confomi01","cespeyo01","walkene01","campber01","plaweke01","syndeno01","reynoma03","WAS","scherma01","reverbe01","werthja01","harpebr03","murphda08","zimmery01","rendoan01","ramoswi01","espinda01","scherma01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",579,"PHI","velasvi01","herreod01","hernace02","francma02","josepto01","ruizca01","galvifr01","goeddty01","velasvi01","bourjpe01","MIA","chenwe02","dietrde01","pradoma01","yelicch01","stantmi03","bourju01","ozunama01","hechaad01","mathije01","chenwe02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",580,"PIT","nicasju01","jasojo01","mccutan01","polangr01","kangju01","cervefr01","joycema01","harrijo05","mercejo03","nicasju01","ATL","blairaa01","inciaen01","markani01","freemfr01","pierzaj01","beckhgo01","johnske05","castrda01","blairaa01","smithma05",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",581,"SDN","reaco01","myerswi01","norride01","kempma01","uptonbj01","ramiral03","rosalad01","pireljo01","reaco01","jankotr01","SFN","bumgama01","spande01","panikjo01","duffyma01","poseybu01","beltbr01","pencehu01","crawfbr01","bumgama01","paganan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",582,"SLN","garcija02","carpema01","piscost01","hollima01","adamsma01","molinya01","hazelje01","diazal02","wongko01","garcija02","COL","bettich01","blackch02","storytr01","arenano01","gonzaca01","reynoma01","raburry01","lemahdj01","garnedu01","bettich01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",583,"ANA","tropeni01","escobyu01","calhoko01","troutmi01","pujolal01","croncj01","giavojo01","ortegra01","perezca02","ryanbr01","LAN","bolsimi01","utleych01","turneju01","seageco01","kendrho01","pederjo01","thomptr01","grandya01","puigya01","crawfca02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",584,"BAL","tillmch01","rickajo01","machama01","jonesad01","davisch02","trumbma01","wietema01","alvarpe01","schoojo01","kimhy01","SEA","walketa01","aokino01","smithse01","canoro01","cruzne02","seageky01","lindad01","iannech01","marteke01","martile01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",585,"CHA","latosma01","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","navardi01","jacksau01","HOU","fistedo01","altuvjo01","springe01","correca01","rasmuco01","gattiev01","moranco01","valbulu01","castrja01","kempto01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",586,"DET","verlaju01","kinslia01","martijd02","cabremi01","casteni01","uptonju01","moyast01","maybica01","saltaja01","iglesjo01","MIN","nolasri01","mauerjo01","nunezed02","sanomi01","parkby01","plouftr01","doziebr01","rosared01","suzukku01","santada01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",587,"KCA","kenneia01","escobal02","cainlo01","hosmeer01","moralke01","gordoal01","cuthbch01","colonch01","buterdr01","dysonja01","BOS","wrighst01","bettsmo01","pedrodu01","bogaexa01","ortizda01","shawtr01","rutlejo01","bradlja02","youngch04","hanigry01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",588,"KCA","volqued01","escobal02","cainlo01","hosmeer01","moralke01","perezsa02","cuthbch01","infanom01","orlanpa01","merriwh01","BOS","priceda01","bettsmo01","bogaexa01","ortizda01","ramirha01","shawtr01","rutlejo01","bradlja02","vazquch01","holtbr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",589,"OAK","hillri01","crispco01","burnsbi02","reddijo01","valenda01","daviskh01","butlebi03","semiema01","vogtst01","ladenty01","TEX","perezma02","odorro01","desmoia01","beltrad01","fieldpr01","ruary01","morelmi01","andruel01","stubbdr01","holadbr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",590,"TOR","dickera01","saundmi01","bautijo02","encared01","smoakju01","tulowtr01","paredji01","pillake01","goinsry01","tholejo01","TBA","odorija01","guyerbr01","motteta01","longoev01","souzast01","morrilo01","jennide01","kiermke01","congeha01","beckhti01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",591,"ARI","millesh01","segurje01","gosseph01","goldspa01","lambja01","castiwe01","drurybr01","owingch01","ahmedni01","millesh01","NYA","eovalna01","ellsbja01","gardnbr01","beltrca01","mccanbr01","teixema01","castrst01","gregodi01","headlch01","eovalna01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",592,"CIN","finnebr01","cozarza01","hamilbi02","vottojo01","phillbr01","bruceja01","suareeu01","holtty01","barnhtu01","finnebr01","CLE","clevimi01","davisra01","kipnija01","lindofr01","napolmi01","ramirjo01","gomesya01","byrdma01","uribeju01","clevimi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",593,"MIL","nelsoji02","villajo01","gennesc01","lucrojo01","cartech02","nieuwki01","santado01","preslal01","hillaa01","nelsoji02","CHN","lackejo01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","lasteto01","russead02","rossda01","lackejo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",594,"NYN","colonba01","grandcu01","lagarju01","wrighda03","cespeyo01","walkene01","cabreas01","campber01","plaweke01","colonba01","WAS","gonzagi01","reverbe01","werthja01","harpebr03","murphda08","zimmery01","rendoan01","espinda01","lobatjo01","gonzagi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",595,"PHI","hellije01","loughda01","hernace02","blancan01","howarry01","francma02","ruppca01","goeddty01","hellije01","bourjpe01","MIA","koehlto01","dietrde01","realmjt01","yelicch01","stantmi03","ozunama01","bourju01","johnsch05","rojasmi02","koehlto01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",596,"PIT","liriafr01","jasojo01","mccutan01","polangr01","kangju01","cervefr01","joycema01","harrijo05","mercejo03","liriafr01","ATL","teherju01","inciaen01","markani01","freemfr01","francje02","flowety01","aybarer01","darnach01","castrda01","teherju01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",597,"SDN","pomerdr01","jankotr01","myerswi01","kempma01","wallabr01","uptonbj01","norride01","ramiral03","pireljo01","pomerdr01","SFN","cuetojo01","spande01","panikjo01","duffyma01","poseybu01","pencehu01","beltbr01","crawfbr01","cuetojo01","paganan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
